no,displayUserNick,rateContent,rateDate,package,quality,price,service,logistics,other,sentiment
1377,我***好,茶叶味道挺好，发货速度快，值得信赖。,6/30/2016 16:21,0,1,0,1,0,0,0
1378,夏***6,收到后就打开品尝了一下，对茶不太懂，但是感觉不错，价格实在,6/30/2016 15:57,0,1,1,0,0,0,0
1379,老***爸,多次购买了，很好，这个价格很值,6/30/2016 15:45,0,0,1,0,0,0,0
1380,q***3,东西一般,7/1/2016 13:10,0,0,0,0,0,0,1
1381,寶***晨,还是那个味,7/1/2016 13:07,0,0,0,0,0,0,1
1382,馨***9,泡了一杯，很好,7/1/2016 12:56,0,1,0,0,0,0,0
1383,s***0,很好喝啊，赞赏，下次再来啊。,7/1/2016 12:42,0,1,0,0,0,0,0
1384,田***6,泡一次还可以，第二次没有什么味了，,7/1/2016 12:23,0,1,0,0,0,0,1
1385,l***k,茶叶很香。,7/1/2016 11:27,0,1,0,0,0,0,0
1386,y***6,茶叶收到，迫不及待的泡了一杯，感觉还行，包装精美，下次再来。,7/1/2016 11:10,1,1,0,0,0,0,0
1387,w***3,还不错！可以可以,7/1/2016 10:51,0,0,0,0,0,0,0
1388,t***0,还行吧 很好,7/1/2016 10:24,0,0,0,0,0,0,0
1389,k***6,,7/1/2016 10:13,0,0,0,0,0,0,0
1390,北***7,赠品很赞！,7/1/2016 10:12,0,0,0,1,0,0,0
1391,w***5,老爸说，味道还不错,7/1/2016 9:07,0,0,1,0,0,0,0
1392,卡***王,味道确实不错,7/1/2016 8:51,0,1,0,0,0,0,0
1393,c***d,一分钱一分货,7/1/2016 8:49,0,0,0,0,0,0,1
1394,d***g,特别好，比上次买的一样的价格的龙井要好很多，五星支持下,7/1/2016 8:17,0,0,1,0,0,0,0
1395,l***g,作为口粮茶很合适，一直都给老爸买这个,7/1/2016 8:07,0,0,0,0,0,0,0
1396,z***8,挺好喝的，天天都喝得睡不着了。,7/1/2016 0:45,0,0,0,0,0,0,0
1397,枫***月,给爸爸买的  说还可以,7/1/2016 0:31,0,0,0,0,0,0,0
1398,f***3,茶叶不错，物有所值,7/1/2016 0:08,0,0,0,0,0,0,0
1399,戴***0,这个价格对得起这个价格，真的还不错。,6/30/2016 23:51,0,0,1,0,0,0,0
1400,t***9,好喝实惠,7/1/2016 18:16,0,0,1,0,0,0,0
1401,3***雷,,7/1/2016 18:16,0,0,0,0,0,0,0
1402,灬***灬,包装完整，品质上乘，给爸爸卖的，还没喝，但看着不错，好评，谢谢卖家送的杯子礼品,7/1/2016 17:26,1,1,0,1,0,0,0
1403,一***凉,很不满意 大家不敢买 完全是陈茶 自己看图片,7/1/2016 17:24,0,1,0,0,0,0,1
1404,何***生,正就一个字，我得说三次，重要的事情说三遍。,7/1/2016 16:50,0,0,0,0,0,0,0
1405,h***i,,7/1/2016 16:27,0,0,0,0,0,0,0
1406,幸***韵,汤色微黄，放置一会，杯闭上有茶水印子，不知对不对？我之前在实体店买的，茶水放置一段时间后，茶杯上没有这种类似的茶水印。,7/1/2016 16:23,0,1,0,0,0,0,1
1407,心***梦,给老公买的，老公说还不错。,7/1/2016 15:59,0,0,0,0,0,0,0
1408,委***雄,快递很快。老板，以后茶叶就在你家买了，以后再买一定要有优惠(⊙o⊙)哦,7/1/2016 15:56,0,0,0,0,1,0,0
1409,l***7,东西还行吧，一百来块钱吗，就那样！,7/1/2016 15:44,0,0,1,0,0,0,0
1410,长***9,还不错，泡了一杯，很香!,7/1/2016 15:40,0,1,0,0,0,0,0
1411,黄***夕,喝起来还不错,7/1/2016 14:50,0,1,0,0,0,0,0
1412,m***7,看上去不错，应该喝也没问题,7/1/2016 14:48,0,0,0,0,0,0,0
1413,a***症,茶叶发苦涩 味道很淡 只能泡一次东西一般,7/1/2016 13:56,0,1,0,0,0,0,1
1414,白***3,龙井一般，但是香味不错，送的茶叶真的不好喝&hellip;&hellip;,7/1/2016 13:52,0,1,0,1,0,0,1
1415,q***0,这次买的两种茶和胎菊都很不错，图片是送的茶，很好，下次还会来你家。,7/1/2016 13:40,0,0,0,1,0,0,0
1416,h***0,东西不错，还送了一个茶杯。很好,7/1/2016 13:29,0,0,0,1,0,0,0
1417,x***2,发货慢了点,7/1/2016 13:21,0,0,0,1,0,0,1
1418,赵***0,茶叶一般，比较普通，一直喝的就是龙井，所以对茶叶的品质有个判断，这个价钱配这种品质的茶，和我们当地一样，大可以在我们这里就购买了，有点小失望，凑合喝吧。,7/1/2016 13:16,0,1,1,0,0,0,1
1419,w***9,跟同事杭州带回的好几百的对比了一下，虽然回甘不是那么的浓烈，但这个价位也算可以了，确实有龙井的特色味道，口粮茶还行。赠的杯子也不错！以后会回购！,7/1/2016 13:13,0,0,1,1,0,0,1
1420,金***市,谢谢送的礼物。,7/2/2016 11:38,0,0,0,1,0,0,0
1421,t***7,货真价实的好茶，口感好，居家享用挺不错的！,7/2/2016 10:18,0,1,0,0,0,0,0
1422,二***寓,还不错，味道还可以。物流特别快，还会光顾的。,7/2/2016 10:14,0,1,0,0,1,0,0
1423,大***纪,味道很好,7/2/2016 10:12,0,1,0,0,0,0,0
1424,p***e,茶不错，喝完再来~,7/2/2016 9:00,0,1,0,0,0,0,0
1425,约***虑,一般，味道淡，不经泡,7/2/2016 8:14,0,1,0,0,0,0,0
1426,l***n,第一次买，感觉不错的，送的茶也挺好，会做生意,7/2/2016 0:39,0,0,0,1,0,0,0
1427,傅***5,产品不错，想再买的高档，今天又下单了。,7/1/2016 22:47,0,0,0,0,0,0,0
1428,杰***人,历尽千辛万苦茶叶终于收到了，茶还是不错的，可快递实在是太差了，物流提示本人签收好几天了，可东西 压根没收到，打电话快递员始终关机，又是找卖家帮忙又是打申通官网电话，在距离签收日期过了七天以后今天快递员打电话问为什么不取快递，快递居然送到了我根本不知道在哪的药店，太让人无语了，竟然不经本人同意就能随便把商品放到哪里，太不负责任了！,7/1/2016 21:36,0,0,0,0,1,0,1
1429,t***3,习惯好评，给叔叔买的不知道咋么样，喝了再来评,7/1/2016 21:23,0,0,0,0,0,0,0
1430,c***3,闻着不错，不知道泡着怎么样，先收货。,7/1/2016 21:07,0,0,0,0,0,0,0
1431,f***4,多次购买，一直认可的茶叶,7/1/2016 21:05,0,0,0,0,0,0,0
1432,小***暧,本人口味重，感觉这e包比特级茶口味好！,7/1/2016 20:39,0,1,0,0,0,0,0
1433,臭***9,LG说茶不错，送的杯子,7/1/2016 20:39,0,0,0,1,0,0,0
1434,金***7,还没有品尝应该是好的吧。先给好评。,7/1/2016 20:07,0,0,0,0,0,0,0
1435,t***1,常客。相信他的品质。,7/1/2016 20:04,0,0,0,0,0,0,0
1436,苏***赵,卖家不错，一分钱一分货，我己多次购买了，真的不错。给个赞！,7/1/2016 19:39,0,0,0,1,0,0,0
1437,x***n,给员工买的好喝,7/1/2016 19:30,0,1,0,0,0,0,0
1438,张***月,东西已经到了还没尝过 尝过再追加评论,7/1/2016 19:01,0,0,0,0,0,0,1
1439,t***5,值得信任的店铺，已经多次购买了，茶叶质量始终让人满意，好评！,7/1/2016 18:30,1,1,0,0,0,0,0
1440,h***翔,物流很快，收到打开泡了一杯跟我在当地茶叶店50块钱一两的差不多，非常不错，喝完还来这家买,7/2/2016 21:07,0,1,0,0,1,0,0
1441,w***2,味道不错，就是只能泡一次，第二泡就没法大有味道了,7/2/2016 19:28,0,1,0,0,0,0,1
1442,a***会,好好,7/2/2016 17:38,0,0,0,0,0,0,0
1443,l***8,茶叶非常好，物有所值。,7/2/2016 17:34,0,0,0,0,0,0,0
1444,沙***牛,好茶，多次购买了 客服 小茶人小卢 的服务也很好，热情周到的服务，让我十分的满意，让感受到了温暖，我会再来的,7/2/2016 15:49,0,0,0,1,0,0,0
1445,潇***心,茶香，还有小礼物哦,7/2/2016 15:26,0,1,0,1,0,0,0
1446,鱼***克,似乎有掺其他的茶叶，绿的比较多。,7/2/2016 15:05,0,1,0,0,0,0,1
1447,鱼***克,不是同一种茶叶，不值这个价格。,7/2/2016 15:03,0,1,0,0,0,0,1
1448,2***月,茶是喝的，即有视觉的，也有味觉的需求。试用了两种泡茶方案，一种用红酒杯配上盖碗，汤色非常清澈嫩绿，看得清楚。另外一种就是用紫砂壶泡，茶味较浓，上图2张。,7/2/2016 15:01,0,1,0,0,0,0,0
1449,沁***7,上次买的喝完这次又买的，喜欢喝龙井茶。,7/2/2016 14:41,0,1,0,0,0,0,0
1450,t***2,很好喝，下次再来,7/2/2016 14:19,0,1,0,0,0,0,0
1451,h***3,茶叶有点碎,7/2/2016 14:05,0,1,0,0,0,0,1
1452,大***3,还是一如既往的好,7/2/2016 14:01,0,0,0,0,0,0,0
1453,w***5,味道好极了,7/2/2016 13:53,0,1,0,0,0,0,0
1454,阳***s,颜色很淡，茶有点碎，味道还好,7/2/2016 13:11,0,1,0,0,0,0,1
1455,m***j,收到了  还不错,7/2/2016 13:08,0,0,0,0,0,0,0
1456,a***9,再次购买，这次是奔着赠品青花瓷杯来的，茶一如往常的好。五星好评。,7/2/2016 13:04,0,0,0,1,0,0,0
1457,少***客,买来送人，包装还可以,7/2/2016 12:51,1,0,0,0,0,0,0
1458,一***元,货已收到，茶叶还行，没喝呢，作为办公室口粮茶还是可以的，等喝完在追评。,7/2/2016 11:50,0,0,0,0,0,0,0
1459,a***k,送的杯子不错。,7/2/2016 11:42,0,0,0,1,0,0,0
1460,s***9,喜欢卢正浩家的茶叶，味道正，做工精，值得信赖！ 很好的卖家！,7/3/2016 12:15,0,1,0,0,0,1,0
1461,t***7,确实加水2次后就没味道了。。,7/3/2016 12:06,0,1,0,0,0,0,1
1462,反***省,一直在这家买茶叶，阿爸很喜欢。,7/3/2016 12:00,0,0,0,0,0,0,0
1463,t***1,非常好喝，以后还会买！,7/3/2016 11:38,0,1,0,0,0,0,0
1464,t***1,级别太低,7/3/2016 11:35,0,0,0,0,0,1,1
1465,m***g,物品已收到，快递很给力，够速度，以前就喝这个茶，所以好评。,7/3/2016 11:27,0,0,0,0,1,0,0
1466,t***2,不好意思出差确认晚了，茶叶不错，对得起这个价格，送的杯子很喜欢，谢谢卖家，5分打赏,7/3/2016 11:27,0,0,1,0,0,0,0
1467,p***y,喝了以后，再来评价的，这款茶，确实不错，和朋友一起喝的，朋友以为是大几百元的茶呢，赞一个！会经常来小店转转的，也给朋友介绍了。,7/3/2016 10:45,0,0,1,0,0,0,0
1468,为***怪,很好，口粮,7/3/2016 10:37,0,0,0,0,0,0,0
1469,幽***钰,茶还没喝不知道怎么样？但是送的杯子真是不敢恭维&hellip;&hellip;唉，跟图片一点儿都不一样,7/3/2016 10:02,0,0,0,1,0,0,1
1470,g***8,茶型不好，很一般很一般，但是味道还可以，自己凑合喝吧，招待客人不行！,7/3/2016 9:56,0,1,0,0,0,0,1
1471,小***幺,没有想那样好，第二泡就没有味了,7/3/2016 9:04,0,1,0,0,0,0,1
1472,z***0,真的很好喝,7/3/2016 8:53,0,0,0,0,0,0,0
1473,倪***1,到了赶紧泡一杯，香味浓郁，口感清淡，好评,7/3/2016 8:51,0,1,0,0,0,0,0
1474,我***钟,茶汤清澈气味清香口味不错基本没有渣沫,7/3/2016 8:35,0,1,0,0,0,0,0
1475,若***7,茶叶还是一如既往的正，味道也很正，客服白琳很有耐心地推介和建议，赞一个,7/3/2016 8:00,0,1,0,1,0,0,0
1476,x***1,包装挺好,7/3/2016 4:05,1,0,0,0,0,0,0
1477,再***9,东西不错，很整，物超所值,7/2/2016 21:59,0,0,0,0,0,0,0
1478,l***9,发货很快，买来送爸爸的，据说还不错,7/2/2016 21:54,0,0,0,1,0,0,0
1479,猫***咯,物流速度快,7/2/2016 21:39,0,0,0,0,1,0,0
1480,搁***乔,茶叶很好和图片一样，尤其卖家客服服务很满意&hellip;&hellip;,7/3/2016 22:55,0,0,0,1,0,0,0
1481,t***5,宝贝收到了，很不错！,7/3/2016 22:54,0,0,0,0,0,0,0
1482,乐***s,店家服务态度好！很为人着想！赠品不错，值得信赖！很快到货了，物流很给力！祝店家生意兴隆！,7/3/2016 22:47,0,0,0,1,1,0,0
1483,h***q,厚道味道 赞一个,7/3/2016 22:42,0,1,0,0,0,0,0
1484,j***5,这价这茶叶值,7/3/2016 22:21,0,0,1,0,0,0,0
1485,1***a,有点小贵啊,7/3/2016 22:09,0,0,1,0,0,0,1
1486,小***2,买了好几次，老客户了，茶叶不错,7/3/2016 21:17,0,0,0,0,0,0,0
1487,平***9,物流很快.茶叶品相一般.但是味道很好.满意,7/3/2016 20:39,0,1,0,0,1,0,1
1488,l***4,口感还不错。,7/3/2016 20:26,0,1,0,0,0,0,0
1489,不***6,茶还行对得起这个价格,7/3/2016 20:05,0,0,1,0,0,0,0
1490,m***0,茶叶很对口味，物流速度也很快,7/3/2016 19:46,0,1,0,0,1,0,0
1491,b***g,我是多年使用老顾客，还是与以前一样，一如既往的给予好评。,7/3/2016 19:41,0,0,0,0,0,0,0
1492,x***a,还行 可以,7/3/2016 18:17,0,0,0,0,0,0,0
1493,s***3,"味道不错,很香,价格适方式!豆味不大!",7/3/2016 17:51,0,1,1,0,0,0,0
1494,b***a,老顾客了,7/3/2016 17:36,0,0,0,0,0,0,0
1495,周***1,老公买的，闻着泡出来的茶很香，应该挺好喝的,7/3/2016 16:10,0,1,0,0,0,0,0
1496,l***6,茶叶还行，就是有点碎，没有芽，全是叶子，泡出来有的叶子绿色有的发黄色,7/3/2016 15:42,0,1,0,0,0,0,1
1497,q***6,味道不错，第二次购买了，新茶，味道淡,7/3/2016 15:09,0,1,0,0,0,0,0
1498,c***9,我是第一次喝这种茶，不知道好坏，不过，刚到货，泡了一杯，感觉很不错，喝下去后，过嘴很甘，很不错的味道，好评,7/3/2016 14:17,0,1,0,0,0,0,0
1499,d***l,如果我说这个茶的确很一般，也许会有很多人说我挑剔，但是说实话，没泡水的时候闻起来还可以，有豆香。泡上水就没再感觉出豆香，具体什么原因无从知晓。一百块买这么多。可能是我期望太高了。,7/3/2016 12:54,0,1,0,0,0,0,1
1500,s***0,碎叶有点多！,7/4/2016 11:54,0,1,0,0,0,0,1
1501,冯***7,第三次还是第四次购买了  物美价廉不错,7/4/2016 11:41,0,0,1,0,0,0,0
1502,吕***岐,不错，是正品。,7/4/2016 11:20,0,0,0,0,0,1,0
1503,t***3,开包一看就是陈茶！性价比不高！,7/4/2016 11:02,0,1,1,0,0,0,1
1504,得***呦,茶叶收到了，快递什么的还不错，态度也不错，还会购买,7/4/2016 10:48,0,0,0,1,1,0,0
1505,y***1,一直在这里买，老公喜欢。,7/4/2016 10:47,0,0,0,0,0,0,0
1506,e***4,我不懂饮茶，平时喝着感觉不错，就自己弄了一套茶具，也就买了该茶叶，打开看了，直观上和说的差不多，试了一下，口感行，就是说不出好在哪，满意。,7/4/2016 10:25,0,1,0,0,0,0,0
1507,u***跑,已经备注了不需要陶瓷杯子，想配玻璃的，但是发货来的还是陶瓷的，商品送到时外包装都破损了，加上下雨，里面都潮了，商品放在密封袋里好歹你也封上啊，封口都漏着，那你包装有啥用，茶叶都丢了，很失望的一次购物。,7/4/2016 10:24,1,0,0,1,0,0,1
1508,快***0,这茶色香味都不错，店家还送了杯子，很好的店家，下次还来,7/4/2016 10:13,0,1,0,1,0,0,0
1509,a***2,妈妈说很好,7/4/2016 10:02,0,0,0,0,0,0,0
1510,w***5,茶是新茶～喝起来还可以,7/4/2016 9:53,0,1,0,0,0,0,0
1511,g***9,第二次购买了  茶叶可以  以后长期了,7/4/2016 9:37,0,0,0,0,0,0,0
1512,2***妈,包装漂亮，韵味古朴，茶叶是好茶 谢谢小梅热情，周到，细心的服务，赞,7/4/2016 9:00,1,1,0,1,0,0,0
1513,我***意,已经N次买了！还是一如既往地好！商家做的很专心！值得信赖！,7/4/2016 8:53,0,0,0,1,0,0,0
1514,d***8,送了个杯子。茶叶很香，茶汤色泽不错，茶叶片幼细。,7/4/2016 8:42,0,1,0,1,0,0,0
1515,l***4,多次购买！满意！,7/4/2016 8:33,0,0,0,0,0,0,0
1516,m***o,还可以，就是老叶多了点。,7/4/2016 8:09,0,1,0,0,0,0,1
1517,熔***英,,7/4/2016 6:39,0,0,0,0,0,0,0
1518,z***c,包装挺好，还没喝,7/4/2016 0:20,1,0,0,0,0,0,0
1519,f***c,好，还是那个样。,7/3/2016 23:41,0,0,0,0,0,0,0
1520,a***0,物流很快，客服很好。特别是白琳和贡羽的服务非常不错。,7/4/2016 17:45,1,0,0,1,0,0,0
1521,q***9,还没喝，应该不错吧,7/4/2016 17:21,0,0,0,0,0,0,0
1522,z***3,喝了点，还可以,7/4/2016 16:51,0,0,0,0,0,0,0
1523,y***4,还没喝，喝过后，会追加,7/4/2016 16:04,0,0,0,0,0,0,1
1524,开***茜,本来我爸叫我买一百七半斤的茶，我买了这个，他还疑惑，怎么那么贵，茶没有那么好&hellip;&hellip;后来悄悄告诉了他，哈哈,7/4/2016 15:36,0,0,1,0,0,0,1
1525,q***3,叶子有点碎了,7/4/2016 15:28,0,1,0,0,0,0,1
1526,依***中,表里如一，很不错！,7/4/2016 15:23,0,0,0,0,0,0,0
1527,天***p,茶很好喝，下次还拍,7/4/2016 15:01,0,1,0,0,0,0,0
1528,淘***1,比较清淡，两泡。相对这个价格的龙井算不错的了。值得一提的是我在别家买的同样分量的罐装的空罐装不下，可以买！,7/4/2016 14:55,0,1,0,0,0,0,0
1529,s***5,喝了感觉 比饭店里免费茶水稍好的样子,7/4/2016 14:18,0,1,0,0,0,0,1
1530,z***n,一会说二个包裹要我拒签，一会自己已经召回。是有茶叶的清香。但是不浓郁。,7/4/2016 13:41,0,1,0,0,1,0,1
1531,p***e,茶叶不错，长期买这家的茶。,7/4/2016 13:35,0,0,0,0,0,0,0
1532,h***8,老客户了,7/4/2016 13:22,0,0,0,0,0,0,0
1533,嘟***妈,刚收到，包装好精细，喝了再来追加,7/4/2016 13:07,1,0,0,0,0,0,0
1534,知***z,和描述的一样，是好的口粮茶，微苦回味甘甜，有龙井特有的香。包装挺环保，密封袋密封很严。老板人也好，还会购买。,7/4/2016 13:06,1,1,0,1,0,0,0
1535,s***1,跟另一家一起买的茶，比这家便宜20，当然人家搞聚划算，老爸说味道喝着一样，没差别，有点不爽，半斤就差20,7/4/2016 12:49,0,0,1,0,0,0,1
1536,z***2,可以，不算太好，凑合吧，闻着挺香的，,7/4/2016 12:36,0,1,0,0,0,0,0
1537,傅***裕,看了很久给爸爸买的，因为老爸很喜欢喝茶，打电话很高兴的告诉我说还不错，算起来是21.8一两了。和在外面店子买差不多，不过杯子很漂亮，贵是贵了点，老爸高兴就好。谢谢卖家！ 好,7/4/2016 12:13,0,0,1,1,0,0,1
1538,l***9,去年买过，今年继续,7/4/2016 12:04,0,0,0,0,0,0,0
1539,运***子,茶叶不错，还会再来。对得起这个价格,7/4/2016 12:00,0,0,1,0,0,0,0
1540,x***s,好评。照片显绿，实际黄绿相间,7/5/2016 9:44,0,1,0,0,0,0,0
1541,t***8,茶叶质量不错 打开包装可闻到干茶香 味道也可以 送的杯子挺好看的 好评！,7/5/2016 9:19,0,1,0,1,0,0,0
1542,a***9,非常好，老顾客了，一直在这家买,7/5/2016 9:19,0,0,0,0,0,0,0
1543,l***3,不愧是品牌的东西 包装很细致 和着口感也不错 下次还会再次购买,7/5/2016 8:44,1,0,0,0,0,1,0
1544,k***9,茶叶可以，就是有些碎末，送货很快。,7/5/2016 7:28,0,1,0,0,1,0,1
1545,m***g,一直都喜欢卢正浩品牌，每年都买。,7/5/2016 7:23,0,0,0,0,0,1,0
1546,z***y,值得信赖的卖家，茶叶质量很好！,7/4/2016 23:03,0,0,0,0,0,0,0
1547,t***6,以前也没喝过龙井茶，但这个还是很不错的,7/4/2016 23:00,0,1,0,0,0,0,0
1548,阿***蜗,还没来得及喝，但已喝了一起买的猴魁和二级龙井，相信不会差的,7/4/2016 22:58,0,0,0,0,0,1,0
1549,x***9,茶不错，喝完还来买,7/4/2016 22:57,0,0,0,0,0,0,0
1550,k***s,"好,很满意呀~~!!",7/4/2016 22:22,0,0,0,0,0,0,0
1551,c***5,还可以吧，有点龙井茶叶的味道，性价比可以,7/4/2016 22:19,0,1,1,0,0,0,0
1552,s***t,感觉没有上次买的桂花龙井好喝。上次买的桂花龙井比这个价格还要便宜不少，才78元，比这次的口感要好。希望下次有桂花茶时再买些。 茶人 旗灵服务还可以，就是希望送赠饮茶时灵活一点更好！茶客要赠饮茶更多的是为了下一次购茶选择更准确一些，并非贪图你的小便宜。这次为了下一次更好的购茶不得不多买了一个套装。送人了。,7/4/2016 21:37,0,1,1,1,0,0,1
1553,d***8,很香，老公很喜欢！就是杯子很小！,7/4/2016 21:12,0,1,0,1,0,0,1
1554,a***7,好，速度快,7/4/2016 21:04,0,0,0,0,1,0,0
1555,7***a,留半杯加水也就三次没什么色了，口感还行，好评吧。,7/4/2016 20:11,0,1,0,0,0,0,1
1556,l***2,不错，好茶，杠杠的！,7/4/2016 20:10,0,0,0,0,0,0,0
1557,d***n,挺好的，就爱喝龙井。,7/4/2016 18:35,0,0,0,0,0,0,0
1558,h***e,第二次购买了。这个价位中，卢正浩茶真的数一数二。,7/4/2016 18:25,0,0,1,0,0,0,0
1559,萧***7,沒有預期的好，口感不咋樣。,7/4/2016 17:48,0,1,0,0,0,0,1
1560,张***诚,货已收到，感觉不错，喝起来也很好喝，很好,7/5/2016 15:09,0,1,0,0,0,0,0
1561,z***l,还可以吧。送了一个杯子,7/5/2016 14:27,0,0,0,1,0,0,0
1562,迷***便,服务态度超好！买茶还要选正规店家！,7/5/2016 14:09,0,0,0,0,1,0,0
1563,g***9,茶叶蛮好的，物流有点小慢，习惯好评,7/5/2016 13:54,0,1,0,0,1,0,1
1564,y***5,其实我并不太喜欢龙井的口味，买这个完全是为了有这种茶叶，因为我喜欢收集各种茶叶，味道还凑合，对得起这个价钱，送的特级龙井品尝包味道真棒，下次还会来,7/5/2016 13:35,0,1,1,1,0,0,0
1565,吉***子,这个价格算是不错了，挺好的,7/5/2016 13:15,0,0,1,0,0,0,0
1566,l***1,第二次买，全5分,7/5/2016 12:52,0,0,0,0,0,0,0
1567,阿***2,宝贝一如即往的好。,7/5/2016 12:44,0,0,0,0,0,0,0
1568,1***h,,7/5/2016 12:19,0,0,0,0,0,0,0
1569,c***3,爷爷很喜欢,7/5/2016 12:12,0,0,0,0,0,0,0
1570,t***0,感谢卖家老板服务非常好，送货好快。茶好喝，杯子喜欢。,7/5/2016 12:12,0,1,0,1,0,0,0
1571,a***4,刚收到！先泡了一杯！真的很不错！包装也精致！以后就喝这个牌子的！五星,7/5/2016 12:10,1,1,0,1,0,0,0
1572,k***5,收到货第一时间泡了一壶，香味浓郁，但略显苦涩，回味一般，茶底尖少。送的杯子不错，还送了封口夹,7/5/2016 11:55,0,1,0,1,0,0,1
1573,汶***局,茶叶很好，,7/5/2016 11:43,0,0,0,0,0,0,0
1574,d***9,挺好的，茶叶挺好喝，还有赠品，喝完了再买,7/5/2016 10:42,0,1,0,1,0,0,0
1575,h***2,不错，一直喝卢正浩，每年新茶都买几次,7/5/2016 10:33,0,0,0,0,0,0,0
1576,o***o,茶叶不错，看起来和喝起来都很好,7/5/2016 10:23,0,1,0,0,0,0,0
1577,唯***幕,茶叶看起来还不错，有生产日期和公司名称，应该是正品！包装的也很精致。谢谢店家送的玻璃杯?,7/5/2016 9:59,1,0,0,1,0,1,0
1578,不***0,多次购买了，很好的,7/5/2016 9:52,0,0,0,0,0,0,0
1579,l***6,送的什么破杯子，没有手柄的！你试试烫手不，想送就大方点，要不就别送！差评&hellip;&hellip;,7/5/2016 9:48,0,0,0,1,0,0,1
1580,慕***雪,老客户了，一直很好，赞一个。,7/5/2016 23:33,0,0,0,0,0,0,0
1581,田***k,还没有品尝，应该不错。包装很好，物流也快。,7/5/2016 23:18,1,0,0,0,1,0,0
1582,朱***宸,包装很不错，送人非常有面子，送的杯子也很好。,7/5/2016 22:48,1,0,0,1,0,0,0
1583,江***华,服务是一流的，物流也是一流，茶叶一般，就是这个价， 给好评也是应该的，希望下次能买到价廉物美的好茶，,7/5/2016 21:44,0,1,0,1,1,0,0
1584,m***2,宝贝很好.,7/5/2016 21:08,0,0,0,0,0,0,0
1585,挂***羊,东西很不错,7/5/2016 20:43,0,0,0,0,0,0,0
1586,l***1,看着不错，还没喝。,7/5/2016 20:27,0,0,0,0,0,0,0
1587,w***5,不好意思收货当天出远门差点忘了东西很好虽然还没喝看包装还不错,7/5/2016 20:10,1,0,0,0,0,0,0
1588,y***o,还可以，没想象中的好东西。,7/5/2016 19:54,0,0,0,0,0,0,0
1589,掌***白,爸爸说还好,7/5/2016 18:56,0,0,0,0,0,0,0
1590,t***1,宝贝描述平平一般般，是三级茶叶却在页面明显位置无展示，客户容易被忽悠，单从茶质和斤两而言对的起这个价格！,7/5/2016 17:58,0,0,1,0,0,1,1
1591,i***1,老爸很满意，送的小茶杯也挺精致的,7/5/2016 17:52,0,0,0,1,0,0,0
1592,微***胧,第二次买了，一如既往的好。,7/5/2016 17:23,0,0,0,0,0,0,0
1593,梦***七,茶不耐泡，口粮茶，很值！,7/5/2016 17:19,0,1,0,0,0,0,1
1594,楚***7,还不错，老客户了，龙井就定你家了！,7/5/2016 17:02,0,0,0,0,0,0,0
1595,h***祥,宝贝收到 速度很快！那天服务是小灵和小旗是吧（不好意思 名字忘记了）服务态度热情周到 有问必答。还介绍泡茶方法。很满意。,7/5/2016 16:57,0,0,0,1,0,0,0
1596,大***的,茶叶收到了，包装很好，味道也可以，好评。,7/5/2016 15:41,1,1,0,0,0,0,0
1597,卢***轩,感觉还可以吧？还没喝，看包装挺好的，杯子也不错。还有那个小的，连送来的绿色的塑料不知道干嘛的？啦！吧？啦！,7/5/2016 15:22,1,0,0,1,0,0,0
1598,l***2,茶叶品质不错，价格合理，适合大众消费。 好,7/5/2016 15:20,0,1,1,0,0,0,0
1599,x***9,汤色还行，香味浓郁,7/5/2016 15:16,0,1,0,0,0,0,0
1600,叫***齐,夏天了喜欢喝点茶，最爱卢正浩的西湖龙井，价格实惠，口感醇厚，性价比很高的一款，推荐购买。,7/6/2016 15:25,0,1,0,0,0,0,0
1601,l***9,茶叶一般般了，送的杯子不错,7/6/2016 15:16,0,1,0,1,0,0,0
1602,笑***歌,最后一次买，搞得莫名其妙，倒出来的茶叶里发现一根掉毛（带弯的）搞得我恶心半天，剩下半袋都丢了。,7/6/2016 13:25,0,1,0,0,0,0,1
1603,t***7,第一次买这家茶叶，喝了之后感觉还挺不错，喝完再继续支持,7/6/2016 13:15,0,1,0,0,0,0,0
1604,p***0,,7/6/2016 12:58,0,0,0,0,0,0,0
1605,a***5,不管是茶还是泡出的水都没想象中的好,7/6/2016 12:49,0,1,0,0,0,0,1
1606,金***人,已泡试吃，口粮茶还不错。,7/6/2016 12:25,0,1,0,0,0,0,0
1607,2***汝,看着还不错，挺大一包，还送了一个玻璃杯感觉也还不错，还没有喝，好的话下次继续！,7/6/2016 11:37,0,0,0,1,0,0,0
1608,秋***6,茶叶比较碎，还没有泡，习惯性好评吧。 服务还行。,7/6/2016 10:26,0,1,0,1,0,0,1
1609,f***2,茶叶不错,7/6/2016 10:04,0,0,0,0,0,0,0
1610,z***9,茶叶味道很清香，继续关注,7/6/2016 9:59,0,1,0,0,0,0,0
1611,x***尔,东西挺好 赠品杯子也不赖 满意,7/6/2016 9:48,0,0,0,1,0,0,0
1612,张***1,口感不错，给老爸买的，他很喜欢,7/6/2016 9:03,0,1,0,0,0,0,0
1613,阿***肉,第二次买 老爸说味道挺好 催着我再给他买 下次换别的种类,7/6/2016 8:03,0,1,0,0,0,0,0
1614,y***0,茶叶质量还是可以的味香汤清，就是包装袋质量不好，拿到后已经破碎了！,7/6/2016 6:47,1,1,0,0,0,0,1
