rateContent,package,quality,price,service,logistics,other,sentiment
刚收到货。。还没喝,0.0,0.0,0.0,0.0,0.0,0.0,1.0
感谢，活动价抢到的，永远支持卢家茶,0.0,0.0,1.0,0.0,0.0,1.0,0.0
商品包装精美，茶叶片片挺直、清香、醇香。 服务态度好，物流迅速送达，满意,1.0,1.0,0.0,1.0,1.0,0.0,0.0
茶叶是喝过以后才来评价的，好茶叶，喝着口感不错，回甘持久。下次还会再来。,0.0,1.0,0.0,0.0,0.0,0.0,0.0
这个价格这个茶叶不算性价比高吧,0.0,1.0,1.0,0.0,0.0,0.0,1.0
是老茶树，今年的茶叶，好评。,0.0,1.0,0.0,0.0,0.0,0.0,0.0
买给爸爸的，他说不错,0.0,0.0,0.0,0.0,0.0,0.0,0.0
喝着不错，又买了八包。,0.0,1.0,0.0,0.0,0.0,0.0,0.0
很好，第二次买了,0.0,0.0,0.0,0.0,0.0,0.0,0.0
味道不错，常来的！,0.0,1.0,0.0,0.0,0.0,0.0,0.0
今年又开始釆购新茶了。只是没有优惠卷领稍遗憾,0.0,0.0,1.0,0.0,0.0,0.0,1.0
这半年来，在网上我买了几家产品，相比之下还是卢正浩不错,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"第4次购买,十分满意,质量好,还会在买 好",0.0,1.0,0.0,0.0,0.0,0.0,0.0
买来自己喝的茶，非常不错。跟杭州本地买到的茶叶是一样的品质,0.0,1.0,0.0,0.0,0.0,0.0,0.0
好,0.0,0.0,0.0,0.0,0.0,0.0,0.0
不错哦，准点抢购的，买一送一，非常划算！前100名啊，也是不容易，茶叶应该还不错，卢正浩的茶叶买过很多次了，挺好的！,0.0,0.0,1.0,0.0,0.0,1.0,0.0
茶叶一般，不如同价位艺福堂的好。,0.0,1.0,0.0,0.0,0.0,0.0,1.0
店家很不错，先发的茶，漏了茶具礼物，提醒之后马上补发了，非常有诚信，赞一个。 非常好。,0.0,0.0,0.0,1.0,0.0,1.0,0.0
一般般吧，毕竟是最低档的,0.0,0.0,0.0,0.0,0.0,0.0,1.0
挺好的，还送的礼物谢谢,0.0,0.0,0.0,0.0,0.0,1.0,0.0
多次购买了，老公喜欢喝这家的茶,0.0,0.0,0.0,0.0,0.0,0.0,0.0
茶叶好，一直很喜欢 客服态度也很好,0.0,1.0,0.0,1.0,0.0,0.0,0.0
很好，价格实惠，老板很好，物流给力，下次还会光顾。,0.0,0.0,1.0,0.0,1.0,0.0,0.0
挺好喝的,0.0,1.0,0.0,0.0,0.0,0.0,0.0
还行，可以的。,0.0,0.0,0.0,0.0,0.0,0.0,0.0
性价比适合，不好看，喝起来还行。,0.0,1.0,0.0,1.0,0.0,0.0,0.0
喝了两年多了，味道还是那么好，超值！,0.0,0.0,0.0,0.0,0.0,0.0,0.0
口感不错，好评 好评,0.0,1.0,0.0,0.0,0.0,0.0,0.0
很好，老公一直喝。,0.0,0.0,0.0,0.0,0.0,0.0,0.0
还真有杯子送，虽然一般，但还是让人欣喜的,0.0,0.0,0.0,0.0,0.0,1.0,0.0
还可以╮(￣▽￣)╭,0.0,0.0,0.0,0.0,0.0,0.0,0.0
茶叶确实又香又纯、到底是名牌老店、我又是老顾客、在贵店购茶叶就是放心。 服务细致周到、我非常满意。,0.0,1.0,0.0,1.0,0.0,1.0,0.0
不错，刚收到，喝了再来补,0.0,0.0,0.0,0.0,0.0,0.0,0.0
很好的宝贝！,0.0,1.0,0.0,0.0,0.0,0.0,0.0
有点贵,0.0,0.0,1.0,0.0,0.0,0.0,1.0
老顾客了,0.0,0.0,0.0,0.0,0.0,0.0,0.0
多次购买了，卢正浩品质值得信赖，店家服务好;包装很贴心，防水防潮，还送了小夹子，纸包也很结实，味道一如既往的好 热情周到，服务有耐心。,1.0,1.0,0.0,1.0,0.0,1.0,0.0
老顾客了，老牌子，好品质，希望一直保持,0.0,1.0,0.0,0.0,0.0,1.0,0.0
茶叶不错，挺香的，虽然第一次买茶叶，但喝起来也挺好的！,0.0,1.0,0.0,0.0,0.0,0.0,0.0
买了两次了，喝喝看,0.0,0.0,0.0,0.0,0.0,0.0,1.0
收到后才知道是二级茶叶。感觉有点贵了。茶叶口感还可以。,0.0,1.0,1.0,0.0,0.0,1.0,1.0
这两年都在喝卢正浩的绿茶，口粮茶口感很好，送的杯子也好。,0.0,1.0,0.0,0.0,0.0,1.0,0.0
好,0.0,0.0,0.0,0.0,0.0,0.0,0.0
不错，与描述的一样。 满意,0.0,0.0,0.0,0.0,0.0,1.0,0.0
试喝了一下有点淡淡的，喜欢好评,0.0,1.0,0.0,0.0,0.0,0.0,1.0
双11买的 价格挺实惠 茶叶也不错 挺好的,0.0,1.0,1.0,0.0,0.0,0.0,0.0
春节物流慢一点可以接受，送的日历很喜欢，下次还会买,0.0,0.0,0.0,0.0,1.0,1.0,1.0
茶口感还好，叶子大了点。这个价格买这个茶叶差不多吧！,0.0,1.0,1.0,0.0,0.0,0.0,1.0
买了好几次了,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一般，叶子有斑点。,0.0,1.0,0.0,0.0,0.0,0.0,1.0
真不错！正宗的龙井香，在这个&ldquo;粗茶&rdquo;里也能泡的出来。,0.0,0.0,0.0,0.0,0.0,1.0,0.0
看起来就这样，不知道合起来咋样,0.0,0.0,0.0,0.0,0.0,0.0,1.0
一如既往的好！！很满意！！,0.0,0.0,0.0,0.0,0.0,0.0,0.0
茶叶说不上很好，可惜没有送杯子，茶叶比另外一家的99元250克的要好点，,0.0,1.0,1.0,0.0,0.0,1.0,1.0
还不错。,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一直在这家买茶叶，很喜欢。不错值得购买。,0.0,0.0,0.0,0.0,0.0,0.0,0.0
茶不错，和描述的一样，是新茶，味道纯正，服务态度好,0.0,1.0,0.0,1.0,0.0,1.0,0.0
味道真不错！还送了茶杯！,0.0,1.0,0.0,0.0,0.0,1.0,0.0
味道真的不行，经常喝龙井的我建议就算了。,0.0,1.0,0.0,0.0,0.0,0.0,1.0
不是同一种茶叶，不值这个价格。,0.0,1.0,0.0,0.0,0.0,0.0,1.0
多次购买卢正浩了，不多说，就是那么好喝，小茶人旗林的服务也超认真负责,0.0,1.0,0.0,1.0,0.0,0.0,0.0
不错，打开包装闻了下很香的，口感还不错,0.0,1.0,0.0,0.0,0.0,0.0,0.0
太赞了，已经买了好多次了，还会再来的,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一如既往的好！,0.0,0.0,0.0,0.0,0.0,0.0,0.0
还没喝 先五分,0.0,0.0,0.0,0.0,0.0,0.0,0.0
还可以，不错,0.0,0.0,0.0,0.0,0.0,0.0,0.0
出差了，回来喝过再评。,0.0,0.0,0.0,0.0,0.0,0.0,1.0
商家可以诚信一点，不要把跟产品不匹配的图像挂上去!保装可以，里边的内容太差，搞个聚划算来上当！,0.0,0.0,0.0,0.0,0.0,1.0,1.0
茶叶清香，口感好。,0.0,1.0,0.0,0.0,0.0,0.0,0.0
都是老客户了，相信龙井茶的品质，很适合大众口味。 好评,0.0,1.0,0.0,0.0,0.0,1.0,0.0
很好，味道不错 服务热情，快递很快,0.0,1.0,0.0,1.0,1.0,0.0,0.0
口粮茶叶，味道不错，雨前茶叶，价格实惠，性价比高：4月19日，5月10日2次聚划算的茶叶几乎一样，满意。,0.0,1.0,1.0,0.0,0.0,1.0,0.0
吃口还是不错的。味道也很浓郁，经泡,0.0,1.0,0.0,0.0,0.0,0.0,0.0
老茶树味道更纯厚，值得拥有！,0.0,1.0,0.0,0.0,0.0,0.0,0.0
茶很好，就是送的杯子较差，刚用一天就不知不觉掉了杯底。,0.0,1.0,0.0,0.0,0.0,1.0,1.0
挺好的 茶的味道不错 送的茶具很可爱很迷你挺小巧精致的。喜欢 蛮不错的 价格也还可以 挺好的,0.0,1.0,1.0,0.0,0.0,1.0,0.0
还没喝，看着不错,0.0,0.0,0.0,0.0,0.0,0.0,1.0
好喝,0.0,1.0,0.0,0.0,0.0,0.0,0.0
茶叶太次了，一点口感都没有，我是看评论买的，哎，上当了！,0.0,1.0,0.0,0.0,0.0,0.0,1.0
很好，就是价格变动太快,0.0,0.0,1.0,0.0,0.0,0.0,1.0
值得信赖，好茶。,0.0,1.0,0.0,0.0,0.0,0.0,0.0
又送个破茶杯,0.0,0.0,0.0,0.0,0.0,1.0,1.0
一直喝卢正浩的茶叶，口感很好。,0.0,1.0,0.0,0.0,0.0,1.0,0.0
宝贝收到了，还没试试,0.0,0.0,0.0,0.0,0.0,0.0,1.0
味道不错 喝完再来,0.0,1.0,0.0,0.0,0.0,0.0,0.0
发货速度很快，第一天下单，第二天上午就收货了，包装不错，还送了一个杯子、茶叶是2016的新茶，味道比较清香，泡在杯子里茶叶也都是站立的，泡出来的颜色也比较好看，喝起来有一点点回甘的味道，自己喝喝足够了，以前都是超市里买的都是陈货没这么新鲜的，而且真正的西湖龙井茶的原产地就是在梅家坞，第一次体验不错以后还会继续光临。,0.0,1.0,0.0,1.0,1.0,0.0,0.0
这个时节买不到新茶，过年家里招待先买些，还行吧，挺好的。,0.0,0.0,0.0,0.0,0.0,0.0,0.0
还可以吧，感觉差点意思,0.0,0.0,0.0,0.0,0.0,0.0,1.0
包装很好，上档次，准备送给婆婆的,1.0,0.0,0.0,0.0,0.0,0.0,0.0
货收到了，还没有打开呢。,0.0,0.0,0.0,0.0,0.0,0.0,1.0
很好,0.0,0.0,0.0,0.0,0.0,0.0,0.0
茶叶味道不错，就是太碎,0.0,1.0,0.0,0.0,0.0,0.0,1.0
还没喝，不知道怎么样,0.0,0.0,0.0,0.0,0.0,0.0,1.0
平生第二次给差评，茶开包感觉还好，但泡后茶梗多，叶大的较多，且碎叶较多，口感一般，五甘甜回味，闻，略有香味。店家的解释是此为龙井正品。难道我之前喝的都反而不是正品？,0.0,1.0,0.0,0.0,0.0,1.0,1.0
味很香，首先肯定的是新茶。唯一不足的地方就是有点碎。总体还算满意,0.0,1.0,0.0,0.0,0.0,0.0,1.0
茶叶物美价廉 口感不错,0.0,1.0,1.0,0.0,0.0,0.0,0.0
很满意，已经是第二次购买了。,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应该不错，卢正浩是老品牌。,0.0,0.0,0.0,0.0,0.0,1.0,0.0
好茶虽然是三级的，挺好的，挺香的。,0.0,1.0,0.0,0.0,0.0,1.0,0.0
茶叶不错，下次还来买,0.0,0.0,0.0,0.0,0.0,0.0,0.0
第二次买了，挺好的！,0.0,0.0,0.0,0.0,0.0,0.0,0.0
全五分全五分。点名表扬金牌客服小梅，五个赞，五个赞。茶至臻，人至诚！！！,0.0,1.0,0.0,1.0,0.0,0.0,0.0
下次在买,0.0,0.0,0.0,0.0,0.0,0.0,0.0
东西不错,0.0,0.0,0.0,0.0,0.0,0.0,0.0
很喜欢老茶树的味道，醇厚甘甜，香气也很不错，春茶的时候来多买点,0.0,1.0,0.0,0.0,0.0,0.0,0.0
家人说是新茶，味道还可以，下次可以考虑继续在你家买了,0.0,1.0,0.0,0.0,0.0,0.0,0.0
蛮好的，口味不错,0.0,1.0,0.0,0.0,0.0,0.0,0.0
good,0.0,0.0,0.0,0.0,0.0,0.0,0.0
产品很好，茶叶看上去很绿，口感很不错，泡上去很好。 服务态度很好，我很满意。,0.0,1.0,0.0,1.0,0.0,0.0,0.0
看外包装真不错，希望店家多搞点优惠活动，下次会再来！,1.0,0.0,0.0,1.0,0.0,0.0,0.0
茶叶一般般了，送的杯子不错,0.0,1.0,0.0,1.0,0.0,0.0,0.0
赞?,0.0,0.0,0.0,0.0,0.0,0.0,0.0
茶叶收到了，颜色不错，还没泡希望品质一如既往的好。,0.0,1.0,0.0,0.0,0.0,0.0,0.0
一如既往,0.0,0.0,0.0,0.0,0.0,0.0,0.0
收到茶叶非常满意，味道甘醇，物流配送及时，包装完好，全部五分好评！还会再来！,1.0,1.0,0.0,0.0,1.0,0.0,0.0
搞活动买的，比平时便宜多了，茶叶也不错，很划算!,0.0,1.0,1.0,0.0,0.0,1.0,0.0
包装很好，好喝，价格便宜。 店家服务很热情。,1.0,1.0,1.0,1.0,0.0,0.0,0.0
茶叶味道还不错，就是打开包装发现碎茶叶不少，其他都比较满意。,1.0,1.0,0.0,0.0,0.0,0.0,0.0
品质一般，夹杂很多杂叶。,0.0,1.0,0.0,0.0,0.0,0.0,1.0
感觉被坑了，扫码显示二级，你却标一级，对不起一百多的价格吧，才买过就降价到69。。,0.0,1.0,1.0,0.0,0.0,0.0,1.0
一直在这家买茶叶，物流速度很快，茶叶质量很高，口味很好。 贡羽的服务也很棒，很有耐心,0.0,1.0,0.0,1.0,0.0,0.0,0.0
每次都在这买,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一分价钱一分货，不过怪自己买错了，DE各买了一份，还以为是品级和赠品不同，250g一包看成了50g一包，这眼神也真是醉人，不过要说确实是西湖龙井虽然老了点，但是香气是对的。不像以前常买的一家茶店，现在都沦落到用大佛龙井鱼目混珠了。。。,0.0,1.0,1.0,1.0,0.0,0.0,1.0
宝贝很不错，是我喜欢的，口感不错，还会光顾的,0.0,1.0,0.0,0.0,0.0,0.0,0.0
订购了好几次了，都不错，还会继续在这家。,0.0,0.0,0.0,0.0,0.0,0.0,0.0
很好的龙井，经常买你家的，还送了瓷杯。,0.0,0.0,0.0,0.0,0.0,1.0,0.0
不错,0.0,0.0,0.0,0.0,0.0,0.0,0.0
今年茶叶价格上涨了，这个不那么实惠了,0.0,0.0,1.0,0.0,0.0,0.0,1.0
茶叶不错哦。,0.0,0.0,0.0,0.0,0.0,0.0,0.0
茶叶很好家里人很喜欢,0.0,1.0,0.0,0.0,0.0,0.0,0.0
好茶，清香扑鼻。,0.0,1.0,0.0,0.0,0.0,0.0,0.0
好袖珍呀，尤其是壶，感觉像过家家,0.0,0.0,0.0,0.0,0.0,1.0,1.0
闻起来挺香，大概能泡三杯吧，后面就没味道了，总体还不错，就是有些碎了，还有点梗。,0.0,1.0,0.0,0.0,0.0,1.0,1.0
好喝实惠,0.0,0.0,1.0,0.0,0.0,0.0,0.0
茶叶包装的很精致，与卖家描述的一样，茶叶的质量真的很好，打开一袋泡了喝了下，味道真的好极了，而且卖家的态度也很好，发货速度也很快，很愉快的一次购物！ 真的很不错,1.0,1.0,0.0,1.0,0.0,1.0,0.0
今天刚收到货哦，就迫不及待的打开品尝了，味道挺好 卖家态度很好，物流也挺快,0.0,1.0,0.0,1.0,1.0,0.0,0.0
不错，送了杯子,0.0,0.0,0.0,0.0,0.0,1.0,0.0
宝贝收到了，包装还不错，但是还没尝味道。尝了后再追加！,1.0,0.0,0.0,0.0,0.0,0.0,0.0
一直在店里买，不错全5分。,0.0,0.0,0.0,0.0,0.0,0.0,0.0
宝贝包装非常的精美哦！送给姑姑的，姑姑可喜欢呢！茶叶口感非常的好，非常的新鲜哦！非常满意！,1.0,1.0,0.0,0.0,0.0,0.0,0.0
非常好，就喜欢龙井的味道,0.0,1.0,0.0,0.0,0.0,0.0,0.0
超值，多次购买了,0.0,0.0,0.0,0.0,0.0,0.0,0.0
好啊,0.0,0.0,0.0,0.0,0.0,0.0,0.0
茶叶收到了，不知道本来就这样还是怎么回事，刚打开好多都碎的。茶叶味道比较淡，喝两三道就没味道了。中评吧,0.0,1.0,0.0,0.0,0.0,1.0,1.0
没有去年买的好，茶叶碎片很 多，有一些茶梗。,0.0,1.0,0.0,0.0,0.0,0.0,1.0
满意，给孩子爷爷买的，老人只爱喝龙井，好评。,0.0,0.0,0.0,0.0,0.0,1.0,0.0
是新茶，就是碎的有点多。还行吧！送的杯子底不平,0.0,1.0,0.0,0.0,0.0,1.0,1.0
茶叶质量不错，品牌值得信任。 服务热情周到，五星。,0.0,1.0,0.0,1.0,0.0,1.0,0.0
茶叶收到了，父亲说以前的还有就没有打开，过年回家自己看看在评价,0.0,0.0,0.0,0.0,0.0,0.0,1.0
因外出确认收货有点晚了，店铺客服的服务棒棒地，物流也超给力，没耽误朋友外出带走宝贝，五分好评,0.0,0.0,0.0,1.0,1.0,0.0,0.0
送人的，没喝，不知道怎么样，但是传统纸包D包的喝了，感觉一般。而且这次陆号礼盒装的茶叶太坑爹，居然茶叶盒子外面是纸贴上去的，还有很多气泡没贴好，贴的平安保险承保的圆形标签也有很多自己开了，送人太掉价了！想自毁生意吗？还不如超市买一百多的礼盒送人。,1.0,1.0,0.0,0.0,0.0,0.0,1.0
发货快，茶也很好，很香,0.0,0.0,0.0,1.0,0.0,0.0,0.0
口感一般，不耐泡，一次冲泡之后第二次茶色就淡了而且口味一般，，，感觉不值这么个价钱,0.0,1.0,1.0,0.0,0.0,1.0,1.0
简直超划算，拿到了杯子。今天才评价。。。今天又下单买了两包白茶。很安心，有这家店铺。谢谢。,0.0,0.0,1.0,0.0,0.0,1.0,0.0
非常满意！,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一如既往品质保证，很好。,0.0,1.0,0.0,0.0,0.0,0.0,0.0
茶叶收到啦！质量还可以，就是没有收到前多少名的奖品一点点小遗憾！,0.0,1.0,0.0,0.0,0.0,1.0,1.0
比以前买的少了,0.0,1.0,0.0,0.0,0.0,0.0,0.0
第二次买了，绝对物超所值,0.0,0.0,1.0,0.0,0.0,0.0,0.0
发货快，是个有诚意的卖家，交易几年了！,0.0,0.0,0.0,1.0,0.0,0.0,0.0
好好 香,0.0,1.0,0.0,0.0,0.0,0.0,0.0
包装很好！,1.0,0.0,0.0,0.0,0.0,0.0,0.0
茶叶不是很好，不过商家服务不错！下次买个好点的！,0.0,1.0,0.0,1.0,0.0,0.0,1.0
不错！值了！,0.0,0.0,1.0,0.0,0.0,0.0,0.0
茶叶也就那样，不是嫩尖，性价比不高,0.0,1.0,1.0,0.0,0.0,0.0,1.0
很不錯 不錯,0.0,0.0,0.0,0.0,0.0,0.0,0.0
今天刚收到，好的话还会再次光临的,0.0,0.0,0.0,0.0,0.0,0.0,1.0
聚划算活动购买，价格挺实惠的，茶叶包装也不错，茶叶口感挺好的，发货速度和物流都挺快的！,1.0,1.0,1.0,1.0,1.0,1.0,0.0
好,0.0,0.0,0.0,0.0,0.0,0.0,0.0
口感还可以 就是茶叶看上去老了点,0.0,1.0,0.0,0.0,0.0,0.0,1.0
看着不错哈哈,0.0,0.0,0.0,0.0,0.0,0.0,0.0
还可以，就是物流慢了点,0.0,0.0,0.0,0.0,1.0,0.0,1.0
感觉茶叶不是很嫩，品相不是很好，还有罐子太小了。。。,1.0,1.0,0.0,0.0,0.0,0.0,1.0
茶很香，不错,0.0,1.0,0.0,0.0,0.0,0.0,0.0
茶叶不错，一直买他家的。,0.0,1.0,0.0,0.0,0.0,0.0,0.0
还不错，物有所值,1.0,0.0,0.0,0.0,0.0,0.0,0.0
口感很好，很清香，不错，给个赞,0.0,1.0,0.0,0.0,0.0,0.0,0.0
不错，喜欢,0.0,0.0,0.0,0.0,0.0,0.0,0.0
挺好的 第三次买了,0.0,0.0,0.0,0.0,0.0,0.0,0.0
茶叶很好，服务一流,0.0,1.0,0.0,1.0,0.0,0.0,0.0
好茶！,0.0,1.0,0.0,0.0,0.0,0.0,0.0
茶叶不错，包装精美,1.0,1.0,0.0,0.0,0.0,0.0,0.0
味道不错 就是不耐泡 第三次就没什么味道了 而且还是用茶壶泡的 有点小失落,0.0,1.0,0.0,0.0,0.0,1.0,1.0
物超所值，以后还来,0.0,0.0,0.0,0.0,0.0,0.0,0.0
还可以，服务也不错，快递也给力；就味道很淡...,0.0,1.0,0.0,1.0,1.0,0.0,1.0
已经购买过多次了，茶叶冲泡味道很好！会继续支持。 快递很给力，双十一购买的，收到很快。,0.0,1.0,0.0,0.0,1.0,0.0,0.0
茶叶是正品，包装也很给力，就是还没有喝，希望味道也不错哦,1.0,1.0,0.0,0.0,0.0,0.0,0.0
宝贝很快就到了，包装完好，送朋友的很好！,1.0,0.0,0.0,0.0,0.0,0.0,0.0
不想说什么了，已经购买的多次了，以后还会光顾的 好,0.0,0.0,0.0,0.0,0.0,0.0,0.0
买来送人的，应该不错,0.0,0.0,0.0,0.0,0.0,0.0,0.0
不多说，全五分好评哦(⊙o⊙)哦！,0.0,0.0,0.0,0.0,0.0,0.0,0.0
买给老爸的，他一直喝铁观音。想让他换个口味尝尝。买了一包碧螺春，一包老茶树。期待味道不错。,0.0,0.0,0.0,0.0,0.0,0.0,1.0
好东西就是好东西，你值得拥有。下次一定还会再次光顾。,0.0,0.0,0.0,0.0,0.0,0.0,0.0
宝贝很好，很喜欢，很满意。 态度非常满意。,0.0,0.0,0.0,1.0,0.0,0.0,0.0
多次买了，这个品牌茶叶还是肯定的。好评。,0.0,0.0,0.0,0.0,0.0,1.0,0.0
老客户，希望卢正浩越做越好。,0.0,0.0,0.0,0.0,0.0,1.0,0.0
非常好，精美，正宗,0.0,0.0,0.0,0.0,0.0,1.0,0.0
卖家发货快，茶叶味道还可以，送的杯子不错，赞一个。,0.0,1.0,0.0,1.0,0.0,1.0,0.0
味道很好,0.0,1.0,0.0,0.0,0.0,0.0,0.0
老顾客了，很好,0.0,0.0,0.0,0.0,0.0,0.0,0.0
不错味道正宗,0.0,1.0,0.0,0.0,0.0,0.0,0.0
茶叶收到了。包装的无可挑剔。但口感没那么好，当然了，这个价位也是买不到好的龙井的。店家服务不错，还送了茶杯。,1.0,1.0,1.0,1.0,0.0,1.0,1.0
这个价位还行，就是有点埂子。冲这个价格还是好评吧,0.0,1.0,1.0,0.0,0.0,0.0,1.0
很不错的 每年都买几次 次次好很满意的。,0.0,1.0,0.0,0.0,0.0,0.0,0.0
好茶 值得拥有 谢谢商家送的样茶,0.0,0.0,0.0,1.0,0.0,0.0,0.0
已经是老客户啦，茶叶好，包装好，服务好，满意。,1.0,1.0,0.0,1.0,0.0,0.0,0.0
口感甘醇，有点清谈，闻起来很清香，包装很不错，价格很便宜。 服务很好，能给买家介绍泡茶法,1.0,1.0,1.0,1.0,0.0,0.0,0.0
我买的时候是黑色包装，现在看到的是蓝色包装。  4月3号下单，预计16号送货，结果很快11号发货，13号就到货了。,1.0,0.0,0.0,1.0,0.0,0.0,1.0
8.28活动很给力，这次是赚到了，买一送一，还送了礼品。家2系列袋泡茶自己在办公室喝喝是可以的,1.0,0.0,1.0,0.0,0.0,0.0,0.0
味道不错，喜欢,0.0,1.0,0.0,0.0,0.0,0.0,0.0
发货神速，东西正品，下次还会再来,0.0,0.0,0.0,1.0,0.0,1.0,0.0
一般般，比起白茶来逊色多了，碎，味道淡，不过好在量大,0.0,1.0,0.0,0.0,0.0,0.0,1.0
无需多说，我是老顾客了，品质一贯的好,0.0,1.0,0.0,0.0,0.0,0.0,0.0
还没喝，不过第二次过来买了,0.0,0.0,0.0,0.0,0.0,0.0,0.0
茶叶味道挺正的，很不错，量也很足，物流也很给力，挺满意的，下次还会继续光顾的，很好的卖家，好评！！！！,0.0,1.0,0.0,1.0,1.0,0.0,0.0
一般吧，没有预期的好,0.0,0.0,0.0,0.0,0.0,0.0,1.0
还行吧。还未品尝,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"贡羽服务不错哦,物流超快，收到产品包装质量很好，送的壶也很精致，感谢卖家送的礼品 很满意",0.0,1.0,0.0,1.0,1.0,1.0,0.0
这种茶叶也配叫卢正浩？都是杆子和大茶叶！！,0.0,1.0,0.0,0.0,0.0,0.0,1.0
是新茶，很香,0.0,1.0,0.0,0.0,0.0,0.0,0.0
一直都不错,0.0,0.0,0.0,0.0,0.0,0.0,0.0
很好。,0.0,0.0,0.0,0.0,0.0,0.0,0.0
茶叶好，快递我很快,0.0,1.0,0.0,0.0,1.0,0.0,0.0
一如既往的好,0.0,0.0,0.0,0.0,0.0,0.0,0.0
发货很快，包装很好，口感很好。,1.0,0.0,0.0,1.0,0.0,0.0,0.0
不错的宝贝，味道好，抗泡。双11很合适。 商家服务台的很好，物流也快。,0.0,1.0,0.0,1.0,1.0,1.0,0.0
不错,0.0,0.0,0.0,0.0,0.0,0.0,0.0
看包装比较正规，毕竟不是资深茶友，还是三级茶，不过真的碎末多，味道觉得还可以。什么时候买个一级的看看有什么区别。,1.0,1.0,0.0,0.0,0.0,0.0,1.0
不错哦,0.0,0.0,0.0,0.0,0.0,0.0,0.0
口感不错，包装不错，挺好的，喝完再买！,1.0,1.0,0.0,0.0,0.0,0.0,0.0
还可以,0.0,0.0,0.0,0.0,0.0,0.0,0.0
还行吧，不过毕竟是去年的了，还是相对差些,0.0,1.0,0.0,0.0,0.0,0.0,1.0
味地道，包装古典，茶叶感观很一般！,1.0,1.0,0.0,0.0,0.0,0.0,1.0
味道不错哈 五星,0.0,1.0,0.0,0.0,0.0,0.0,0.0
送人的！！包装不错，还不知道味道！！！,1.0,0.0,0.0,0.0,0.0,0.0,0.0
很好,0.0,0.0,0.0,0.0,0.0,0.0,0.0
茶叶收到了 包装很好啊 上档次 然后说说茶叶 很不错 用水泡了喝 有一股香气 甘甜 是我喜欢的味道 和卖家的描述一致 卖家发货速度很快 客服小溪  服务热情周到 满意,1.0,1.0,0.0,1.0,0.0,1.0,0.0
宝贝包装有点简陋 比较失望吧。味道还没喝，品尝后再来追评。,1.0,0.0,0.0,0.0,0.0,0.0,1.0
这次是有赠品的，茶叶不错，是新茶口味清香，不涩。发货快。,0.0,1.0,0.0,1.0,0.0,0.0,0.0
包装很严实，高端大气上档次，很正宗，价格便宜，很赞的哦,1.0,0.0,1.0,0.0,0.0,0.0,0.0
非常非常喜欢,0.0,0.0,0.0,0.0,0.0,0.0,0.0
品质一直很好，老顾客了,0.0,1.0,0.0,0.0,0.0,0.0,0.0
第二次买了 茶叶很好 有活动再买,0.0,1.0,0.0,0.0,0.0,1.0,0.0
一如既往的好。,0.0,0.0,0.0,0.0,0.0,0.0,0.0
确实是买一赠一。而且包装得极整齐。是老客户推荐我来的哦！ 不错，包装很整齐。味道等我尝尝再说！,1.0,0.0,0.0,0.0,0.0,1.0,0.0
不多说！喝了自己知道，这几年了一直卢正浩，包装也高大上,1.0,0.0,0.0,0.0,0.0,0.0,0.0
茶不错，口感很好的，就是量有点少,0.0,1.0,0.0,0.0,0.0,1.0,1.0
第二次来了.非常好,0.0,0.0,0.0,0.0,0.0,0.0,0.0
没试，先好评吧。,0.0,0.0,0.0,0.0,0.0,0.0,1.0
味道很好，很便宜很划算，值得购买,0.0,0.0,1.0,0.0,1.0,0.0,0.0
物有所值,0.0,0.0,1.0,0.0,0.0,0.0,0.0
双十二拍的实惠，卖家还送了丝巾、茶杯，好评！！喝得好以后还会来的，希望卖家坚持做好品质的茶，加油哦！,0.0,1.0,1.0,0.0,0.0,1.0,0.0
还不错，香味比较醇正,0.0,1.0,0.0,0.0,0.0,0.0,0.0
打折没好货，失望。口感不佳,0.0,1.0,1.0,0.0,0.0,0.0,1.0
非常棒 值得购买,0.0,0.0,0.0,0.0,0.0,0.0,0.0
在外地，还没看到货,0.0,0.0,0.0,0.0,0.0,0.0,1.0
茶叶较碎，而且还没到货就发现做活动送标杆茶。,0.0,1.0,0.0,1.0,0.0,0.0,1.0
不错。,0.0,0.0,0.0,0.0,0.0,0.0,0.0
今天刚收到，味道不错,0.0,1.0,0.0,0.0,0.0,0.0,0.0
买2包喝喝还行吧.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
父亲节送老爸的，还没喝，希望他喜欢！,0.0,0.0,0.0,0.0,0.0,0.0,1.0
第二次买了，挺好的！,0.0,0.0,0.0,0.0,0.0,0.0,0.0
多年的老客户了，一直喜欢卢正浩！,0.0,0.0,0.0,0.0,0.0,0.0,0.0
包装很好！,1.0,0.0,0.0,0.0,0.0,0.0,0.0
茶计只能说一般，里面参有陈茶!,0.0,1.0,0.0,0.0,0.0,0.0,1.0
久违的味道，唤起自己很多记忆。2016年新茶上市后，还会继续选购。,0.0,1.0,0.0,0.0,0.0,0.0,0.0
