	sentiment	rateContent
1912	0	茶叶挺好的，级别标准，品牌值得信赖，小雨服务给力，满意。
1913	0	茶叶是喝过以后才来评价的，好茶叶，喝着口感不错，回甘持久。下次还会再来。
1914	0	喜欢龙井的味道，卢正浩家的龙井不错。喜欢他家纸包装的感觉，五分好评。
1915	0	茶味清香，口感比上次买的略淡，饮后回甘，不错
1916	0	很好喝
1917	1	送人的，应该不错，不过作为老客户来说，觉得你们的服务差了许多，连赠送的品尝包都没有了，客服的态度还比较生硬，不懂得融汇变通。希望改进。
1918	0	很好，质量不错
1919	0	老客户，一如既往的支持
1920	0	还好比较不错，老公说以后还过来买，好评给店家。
1921	0	老主顾，多次购买，茶叶不错，发货也快
1922	0	快递包装不错，客服服务也好，还没有拆开品尝，之后再追评～
1923	0	好！不错 清香
1924	0	我是你家的老客户了，买了N次了，一如既往的好。
1925	0	很喜欢这品牌，茶叶品质还不错，至少跟价格成正比，今后还会再来的，赞一个。
1926	0	非常满意！
1927	0	好喝极了。
1928	0	买了很多次了，以后绿茶就你家了
1929	0	是新茶，口感很棒，豆香气很浓，不错不错。
1930	0	非常不错，打开纸包豆香扑鼻。试着泡了一泡，茶叶品相很好，茶汤非常清澈，虽然有个别大片叶片，但质量超过了我的预期。感觉喝起来口感近似于以前买的五六百元一斤的明前茶。
1931	0	值得信赖的商家，老客户了，很满意
1932	0	还行吧
1933	1	闻起来芳香浓郁，但是口感一般
1934	0	很不错，茶很香，同事们都在抢着要。
1935	1	大家看图，图一，茶叶非常碎，味道淡得几乎没有，图三，为继承&ldquo;   &rdquo;中间既然用刀刮掉了，能再假点吗？为什么不能给差评，差极了，买家慎重考虑！
1936	0	还行
1937	1	味道真的不行，经常喝龙井的我建议就算了。
1938	0	很好
1939	1	茶还不错。没去年的好。今年泡两回就没味了。物流很快
1940	1	就是有点淡
1941	0	一直在喝正浩家的茶叶，这包喝完正好赶上新茶上市！ 服务周到，发货及时，点赞！
1942	1	包装很好，茶叶味到不错，叶子面相一般，凑乎喝
1943	0	不错
1944	0	一直喝卢正浩的龙井茶，茶叶质量很好，口感不错，好评！
1945	0	此款茶品包装真不错，打开外纸盒，里面用真空塑料膜把茶叶盒又严密的包装了一层，并赠送了一支茶叶夹子。我急不可待的取出茶叶泡在杯中品起来，看到茶水淡黄色，感到茶香味浓，不错！今后我还会购买卢正浩牌龙井茶。今给五分，以表感谢！
1946	1	寄回老家了，爸妈说不错，就是物流不太好，连个电话都不打，都不知道什么时候送到的，扔门卫那就走了。不过茶叶还是不错的！茶叶给好评！
1947	1	口感不错，包装就太差了
1948	0	包装很漂亮，也很结实，茶叶质量非常好，味道也很不错，有口感，性价比高，很是满意 卖家服务态度好
1949	0	包装很好，就是物流慢了点。茶叶有点碎，味道一般，香味还可以，的。这样的茶叶价格就不说了。。。。
1950	0	一切很满意！
1951	1	还没喝，不知道好不好
1952	0	参加6.18买的，今天才上班。店家的在线服务态度很好，包装完整严实，物流速度也还算可以，给5分好评！
1953	1	茶味还行，茶叶偏粗。
1954	1	没喝，还不知道好不好
1955	0	还是那个味道，一如既往地好。
1956	1	味道很一般，和期待有不小差距
1957	1	一如既往的好，只是价格没有双十一写的这么玄乎
1958	0	可以。
1959	0	冲着这个牌子，这颗树买的，希望不会让我失望。一个月后追加评论。
1960	0	茶如人生，细细品味，做安静的人，做安静的事，西湖龙井很不错，清鲜爽翠，人口嫩甜，适合这个美好的夏天！胎菊也很不错，颗粒均匀，没有杂质，味道浓郁，玫瑰还没有拆开，下回展示↖(^&omega;^)↗
1961	0	相信老品牌品质
1962	1	发货很慢
1963	0	还没喝，不知道口感怎么样，送的杯子很有气质哦！
1964	0	东西不错，下次还会来
1965	0	很不错 茶的口感很好 快
1966	0	还是很好
1967	0	尚未打开品尝。包装很规正。快递很给力。
1968	0	正品！好茶！
1969	0	非常满意，格外惊喜；五星好评，十分感谢！卢正浩旗舰店茶品卓越，服务热情周到细致，值得信赖，值得称赞！
1970	0	东西还行吧，没有什么惊喜；下次还是去实体店自己闻着买吧 很快
1971	1	还行吧！稍微有点小贵？
1972	0	茶叶型一般，不过冲泡味道不错，自己喝足矣！
1973	0	一如既往的好，今天收到货就泡了一杯，物超所值
1974	0	赞
1975	1	还没试喝，嚼了几片不是很香 好
1976	0	茶叶还可以 买回家过年用的
1977	0	收到了，不错不错，同事推荐的，闻起来清香的
1978	1	茶叶试喝了下，有点偏贵 申通快递够垃圾的，最后2小时车程用了40来个小时
1979	1	味道浅，茶叶软，一般，是不是品过的茶渣
1980	1	还是不如照片里的好看，单叶较多，显得碎点。
1981	0	迫不及待泡了一杯，好! 想再买，结果已关闭。 满意
1982	0	收到了，第二次购买了，欲有所值，店家值得相信，茶叶很好，好评
1983	0	好喝，是新茶，很满意，全五分好评！
1984	0	喝着还行，不知道是不是西湖的，但是像今年的茶！
1985	0	很好喝，经济实惠，茶很嫩，物超所值。
1986	1	价格有点贵，东西看着也少，不过东西不错
1987	0	老顾客了，茶不错，口感单薄，清香。
1988	0	一直买这家的茶
1989	0	茶叶还没喝，喝过后追评。茶叶包装啥的感觉很不错，但愿茶叶口感也好。 服务很好，白琳！
1990	0	评论晚了些。这茶叶买了好多次了，形正，香正，味正。是典型龙井茶的味道，我试过别的品牌的，卢正浩最好。
1991	0	送礼可以，服務也好。值得下次購物
1992	0	早就到了，忘记评价了，茶喝起来味道很正，是很好的口粮茶
1993	0	买来送人的
1994	1	贈1的贈品是小包咯，真心醉咯。。。
1995	0	东西不错，一直喝卢正浩的龙井，好多款都尝试过，都蛮好
1996	0	茶叶还是不错的，喝个高兴喝个新鲜
1997	0	第一次买，还不错
1998	0	还没喝，包装很上档次，送的礼物也非常精致。
1999	0	质量很好 已是多次购买
2000	0	茶叶真的很好，价格实惠
2001	0	好茶 值得拥有 谢谢商家送的样茶
2002	0	宝贝收到了，很不错！
2003	0	味道纯正，包装好，完美
2004	0	发货快，茶叶自己喝喝还可以，这个价格也就是这个质量了。
2005	0	茶真不错，口感很好！赞一个
2006	0	先来个习惯性好评吧
2007	0	对老茶客来说，还是实惠的。
2008	0	谢谢送的茶杯。茶叶性价比很好。
2009	0	牛皮纸包装还有手提袋，对于这个价格来说服务态度真的超值！很喜欢，味道也很好，推荐给大家简直就是福利呢！发货也很快哦，防潮，赞赞赞那！ 十分！
2010	0	茶叶品相口感都很不错，包装很精致，内袋防潮也不错，原本担心老包装防潮是问题，团购两份，店家贴心地将礼品换成不一样的，真心不错的一次团购。
2011	0	非常棒，下次还买这个
2012	0	：挺好，老客户了
2013	0	质量不错，口感很好，色泽也不错。不愧是大牌。好。
2014	0	茶叶好，一直很喜欢 客服态度也很好
2015	1	还没喝，看起来不错
2016	0	喝西湖龙井就一直是卢正浩，必须好评！
2017	0	发货很快，包装也非常好！价钱比实体店优惠许多，泡出来味道非常好！
2018	0	包装完好！
2019	1	包装很一般，不知道为什么包装盒的字被刮了，两个都是
2020	0	新茶，味道不错，泡开样子虽然不够好看啦，但是性价比还是很高的~
2021	0	茶叶不错！
2022	0	泡出来散发着清香，味道不错。送的杯子也不错。
2023	1	明明拍的A款，非发B款，说好的退钱也不理我
2024	0	卖家很细心也很用心~虽然是拿来送人自己没喝~不过茶叶和赠品的包装都很精细~给个好评！
2025	0	还可以，
2026	0	茶不错
2027	1	看中送的一壶两杯买的四绝，结果壶坏了?
2028	0	还是这熟悉的味，好
2029	0	正宗西湖龙井，价格还很便宜，很值得买。
2030	0	很好，口感不错 很好
2031	0	第二次购买
2032	1	一般吧。但是起码还过得去。一分价钱一分货。凑合着喝吧。
2033	0	非常不错，味道很好闻，我觉得物超所值，我买的是79元特价的，很不错，以后就去你家买茶叶了。
2034	0	茶叶很好，泡起来很香，很好
2035	0	在这里买了不止一次了，质量始终令人满意，性价比很高，是真正意义上的口粮茶。口感优于价位相近的绝大多数同类产品。值得购买。好评。
2036	0	挺好
2037	0	包装看起来不错，只不过茶叶我没拆，
2038	1	2015年的茶了，新茶下来前凑合喝了，一级就是没有特级好啊。
2039	0	再次购买就是对店家最好的认可
2040	0	挺好的，老公喜欢
2041	0	顺丰就是快，一天半就到了！茶叶非常好，喝完下次还来！
2042	0	东西收到了，茶叶很香很不错，以后会经常来的
2043	0	多次购买卢正浩质量很好，以后还是会常来的
2044	0	茶叶还未喝,包装什么都蛮好的,是正品。物流很快，服务态度很棒，五分``
2045	0	帮同事买的，他说茶很好，很满意。
2046	0	茶叶一如既往的好，香气浓郁，条形漂亮，点赞！
2047	0	味道不错
2048	0	熟悉的包装，熟悉的味道，一样的好评。
2049	1	茶叶不错，就是有点小关，东西正中的下次还想买，最好在优惠点，哈哈_
2050	0	东西收到了，谢谢老板的小礼物下次还来你家物流也很快
2051	1	挺好的，如果追求口味的朋友一定要买更好品质的。
2052	0	好评 满意
2053	1	给老爸买的，希望他喝着好
2054	0	喜欢这款姐妹茶，今天刚收到就又续买，准备送好姐妹。
2055	0	老爸说还不错，挺好的
2056	0	这款性价比是最高的，一般喝喝还是蛮好的，这次比去年便宜了很多啊
2057	1	之前这里买的茶叶没喝完，这个d包不知道怎样，应该不错吧
2058	0	挺好的，淡雅幽香，解渴。
2059	0	第二次关顾
2060	0	很好，买了好几次了，给爸爸买的，说不错，以后有需要还来
2061	1	茶品一般，关键是价格悬殊太大，刚到不久，结果由148降至98吧，问原因说活动不同，50元差距，让我如何接受，如何相信你们的品质，我不喜欢评价，但不可忍！！！
2062	0	没喝，看包装不错。喝了会追评
2063	0	习惯好评
2064	0	茶味道真不错，感谢小卢同学的推荐，一级棒！
2065	0	客服旗灵不错
2066	0	多次购买了
2067	0	年前的会员优惠实在太大，多次光顾，陪伴着正浩成长！ 晴窗服务周到，善解人意！
2068	0	不错，茶叶很好喝，很满意
2069	0	非常不错的茶，很棒
2070	1	一如既往的好，只是这次什么小赠品都没有
2071	0	很好
2072	0	一如既往的好评
2073	0	第二次买，全5分
2074	0	性价比很高啊，同样的茶叶因为都做聚划算所以买了两家，其实味道都差不多，但是卖家的营销做的很好。到货也很快。
2075	0	很好，多次购买了。
2076	0	包装不错，还未试茶，好的话会继续购买，发货、物流非常给力。
2077	1	味道不错，但品相没有宣传的那么好。
2078	0	好，还没到手就被强走了
2079	0	相信会一如既往，已经是常年的老顾客了
2080	1	不怎么经常买茶叶喝，感觉还可以，就是泡出来不好看！
2081	0	茶叶不错哦，好喝、耐泡！
2082	0	爸妈说挺好喝，性价比也好。
2083	0	清香宜人，特别好喝的老茶叶
2084	0	还可以吧，价钱刚好，送的胎菊比较喜欢。
2085	1	送人的，不知道口感怎样，拿到的时候盒子的封口都破损了，有点失落。比想象的要小，不过很精美，装茶叶的盒子很喜欢，送的茶具也很精致。口感好会再来。
2086	0	茶叶可以，味道不错，以后还会推荐朋友来的，谢谢卖家了！
2087	0	真是好茶!!!
2088	0	礼包里是藕粉，本来还以为是茶叶呢，别的都还行。
2089	0	茶叶清香突出，回甘明显，就是略碎一点，多谢赠品，性价比高！作为口粮不错
2090	0	不错，真的不错。想再次购买，可是提价了
2091	0	好评
2092	1	宝贝一如既往的好，快递真的应该换一换了，申通真是垃圾！
2093	0	第4次购买,十分满意,质量好,还会在买 好
2094	0	好茶，味道也好！谢谢送的杯子！
2095	0	不错不错 家里人很喜欢
2096	0	茶还行  值得这个价钱
2097	1	给老爸买的，不知道咋样
2098	1	我还是买来送人的，简直就是丢人啊。这连三级都算不上吧。也就糊弄糊弄那些一点也不懂茶的人了。差评！！
2099	0	老顾客了，赞~！性价比也很高，口味也很好~！
2100	0	口感不错的茶，不愧是老书记的品牌。期待2016年的新茶。 服务好，发货快，包装也不错。
2101	0	搞活动的价格配上相应的品质，不错~
2102	0	茶叶很香，包装精美，还送了封口夹，性价比超高。等新茶出来后一定再买。
2103	0	诚信商家，赠品很棒~~
2104	0	老茶树确实不错，开袋即闻龙井茶的醇香，叶子不算匀整，但喝起来不错，送的杯子很精致，必须5分
2105	0	不错
2106	0	额，茶叶老早就收到了，最近太忙忘了确认收货，表示抱歉哈。物流超快，就是最近太忙忘记确认收货了。竹盒很喜欢，结实耐用，可以当抽纸盒，装小东西也不错。卖家纸包包装很用心，牛皮纸的感觉很适合装茶叶，两层的很厚实，内袋防水的那种。打开就闻到香味了，很清新的西湖龙井香，扁扁的，触感光滑，上完课泡了一杯，润润的甘甜味，真的有唇齿生津的感觉，特别适合我们这种在讲台上要说很多话的人。双十一考虑在买点送人，满分好评，服务也不错，客服很有耐心。
2107	0	挺好
2108	0	好&hellip;&hellip;
2109	0	味道还可以吧！一分钱 一分货！
2110	0	一直以来都在买。很好
2111	0	茶叶很好，性价比很高，气味芬芳浓，值得购买，好评！
2112	0	去年买的也是他家的，茶很赞。
2113	0	不错，满意。还会回来的！
2114	1	同前！很好！只是有些客服为啥说不能同一ID同一天买两个，只能送一个杯子！现在又可以买两个送两个杯子。分开拍也不行！现在到底是行还是不行呢？做生意要做活一点
2115	0	第一次购买卢正浩龙井茶，就是这个味！这个价挺值！
2116	0	喜欢！赞！
2117	0	hao
2118	1	口感还行，就是有点碎
2119	1	送老公的，有待饮用后才评价效果，如果是灌装就好了，纸包不好保存！
2120	0	好好好好好好好好
2121	1	味淡，2泡无味
2122	0	第一次买这家茶叶，喝了之后感觉还挺不错，喝完再继续支持
2123	1	物流慢，就知道这个价买不到预期的东东，一般般了，留着煮茶叶蛋吧
2124	1	我是你们的vip还能说什么呢
2125	1	和描述差距比较大  说是老茶树  但是味道不足  而且茶叶品级不够，挑选不够精细，里面掺杂很多黑梗  碎叶也多
2126	0	茶叶好，赠品好。喜欢 不错
2127	0	茶不错，口感好，划算
2128	0	味道还不错。
2129	0	买了好几次了老公一直都爱喝
2130	1	这次的茶叶有点失望，还特一级呢，竟然比上次的老茶树二级的还差，希望卖家能够诚信经营，不要以次充好，要对得起&ldquo;卢正浩&rdquo;这块牌子！
2131	0	茶很香，包装也很棒
2132	0	好喝
2133	0	发货算及时的。之前买了125克145元的罐子，感觉还行。希望这个能比那个好
2134	0	包装看起来挺不错的，还没喝先好评吧。
2135	1	买给老爸的，他一直喝铁观音。想让他换个口味尝尝。买了一包碧螺春，一包老茶树。期待味道不错。
2136	0	不错 值得购买
2137	0	挺好的，就是有点喝不惯
2138	1	绿茶觉的一般般。
2139	1	相比特级老茶树还是逊色不少，一分价钱一分货，这个价格也不能要求太高
2140	1	还没喝，喝完再追评吧
2141	0	包装很严实，赠品不错，还没开封，后续追加评论
2142	1	没什么好说的.茶杯也没有.经过了慢长的等待.后悔双11抢购了.不值得！
2143	0	茶叶一如既往好，老顾客了，礼品就送了茶包，下次多送点嘛
2144	0	非常好，口感很好，我喜欢 好
2145	0	送朋友的，还不错好评。
2146	0	物流真是给力，卖家办事效率真高，包装很上档次，茶叶也都是高品质的，愉快的拼抢，高兴！
2147	0	我期盼的龙井茶收到！品后追加评价！！ 好
2148	0	一直在喝这个茶。
2149	0	味道不错。
2150	0	给老爸买的，没问他怎么样，应该还可以吧，过几天追加一下。
2151	0	卢正浩的老客户了，618活动买特级A包顺带买了这个的，还没尝相信卢正浩这个品牌应该不会错
2152	1	此次的茶包装未显示老茶树标识，经核实不是老茶树，我一直在喝该店的老茶树款，感觉被戏弄！想换又被告知可换价格较高的，要么退货。这样的麻烦要让我自己承担，想想谁会为此来来往往折腾！
2153	0	老头很喜欢这味道，刚到就泡上了，很好
2154	0	是正品，5分好评。
2155	0	不错，送了杯子
2156	0	老客户了
2157	0	第二次买了，还不错
2158	1	还没喝 喝了再追评
2159	1	茶叶一般，只是这个价也就这个档次了
2160	0	很好！
2161	0	不错。
2162	0	茶叶收到，已经喝过了是今年的新茶无疑，此款虽是雨前二级茶且有着明前的鲜爽口感，香味也好，但对于我这个老茶客来说还缺少醇厚感，此款茶适合喝淡茶的朋友，已经拍了雨前三级，希望能更加满意，好评
2163	0	还可以
2164	0	3天到货。包装结实。发票随货到。 开心。 送人不错
2165	0	口感还不错
2166	0	实惠
2167	1	味道不错~就是不耐泡
2168	1	很一般，茶叶里面有杂物，貌似头发
2169	0	茶不错，我喜欢雨前茶，虽没明前茶香但比明前茶有滋味。
2170	0	更好一点。
2171	1	老顾客，一如既往的好，包装严谨发货快，就是缺德的物流把箱子一个角都摔得凹了进去了所幸的茶叶没压坏，茶很不错就是不耐泡，下次换个高点等级的茶试试，全5分~ 很好
2172	0	卢正浩让人放心的品牌，茶香浓郁，价格公道，地道的的龙井茶叶。下次 满意
2173	1	之前买的铁盒装的准备送人，上面被刀刻掉了几个字，太难看了换了这种，客服还拍照让我看态度很好，因为耽误了我送朋友的时间，换成顺丰发货这点挺好的
2174	0	多次购买，一直很好的
2175	0	聚划算买的，很值，包装到位，生产日期清楚，口味不错。
2176	0	好喝不贵，经济实惠。汤色漂亮，正宗口粮。
2177	0	送老爸的，老爸说喝着还行~快递很快~很满意！
2178	0	一直坚持选择卢正浩，其味道清甜，汤色清亮回味甘醇.包装精美。
2179	1	一般
2180	0	很好，谢谢赠品!
2181	0	不错
2182	0	很好，价格不贵，口感不错。
2183	0	运来的时候包装很好，没有一点破损，茶叶很香很香，喝着是一种享受！下次会再来！ 很周到很贴心，高质量高效率！
2184	0	好评！
2185	0	好
2186	0	多次购买
2187	1	才买没几天就便宜一半，太坑了
2188	0	茶叶不错 味道很好
2189	0	这价格 这味道 值了
2190	1	买西湖龙井一直是卢正浩的，因为正宗，所以购买。这次2015的茶似乎有一种新茶的感觉，有点青涩，没有经过一年以后醇化的味道。今后买价钱贵一点的再尝尝。
2191	0	不错，色绿味香，好茶
2192	0	挺好的，谢谢掌柜子的赠品
2193	0	送礼的，包装的还不错。
2194	0	一如既往的好
2195	1	还没喝，不知道怎么样
2196	0	还没有喝。先给好评，等喝过再评。
2197	0	可以的
2198	0	茶口感不错，品相不好，明显当中嫩芽被掐走了。
2199	1	发货很快，快递公司太垃圾，建议换个快递公司，会严重影响声誉，产品质量不错
2200	0	老茶树，确实与众不同，好茶好茶。
2201	0	还没喝呢，买来尝尝的
2202	0	买了好几十次了！！！！！！！！
2203	0	东西很好 好评 客服旗灵讲解服务很周到
2204	0	不错，还行。
2205	0	这款茶叶质量很好，喝起来味道很好，很清香我很喜欢，喝完下次再买。
2206	1	物流倒是很快 茶叶喝起来偏淡
2207	0	不是很懂龙井，但是觉得味道不错！
2208	0	第n次购买了，好评。。
2209	1	没看到，应该不错
2210	0	货收到，个人觉得物美价廉，好评
2211	1	东西不错！口粮茶就是口粮茶，不超过三泡吧
2212	0	茶叶品相不错，物超所值，16年新茶三级挺值的。
2213	0	外观一般，到口感层次多，很好的茶性价比高
2214	1	还没喝，喝完再评价
2215	1	差评
2216	1	喜欢龙井的香味，就是茶叶碎了点～
2217	0	不错
2218	1	服务没的话说，因为圆通快递的太烂，导致件不知道何时才能收到，店家为了让客户尽快的收到，重新发件还是顺丰的太感谢了，冲这服务以后就这里买了，再次谢谢客服白灵，慕青，旗灵
2219	0	色泽嫩翠，茶香浓郁清纯，很好。 服务热情，满意。
2220	0	老牌子，味道不错，确实是雨前的，香气比较重。
2221	0	买来送人的 ，看着很有档次！买卢正浩多次了 没失望过！
2222	0	茶叶还没尝！不过我这是第三次来买了！
2223	0	很好，送的菊花茶很好喝
2224	0	很好很快很喜欢哈哈哈5分
2225	0	甘甜爽口 包装也严实 满意
2226	0	一如既往的好。
2227	0	泡喝了非常满意，价格也实惠。
2228	0	不错的口粮茶，打开包装就闻到龙井特有的清香，口感不错，清爽有回甘，包装环保，喜欢！ 卖家发货很快，服务周到，好评！
2229	0	上次老公买了你家的茶叶送给我，自我感觉味道不错，这次偷偷买了，还他一个人情。
2230	0	这个的包装很好，喝起来很清香，味道很真宗，拿来访友是一件不错的礼物 店家的态度非常的好，还送了小礼物，发货的速度快，好评
2231	0	茶叶收到，很不错，双11的订单，还有优惠券，快递也很快，支持卢正浩，以后会经常光顾！ 非常满意！
2232	0	多次购买了，一如既往的好，茶叶不错，包装精美，好，性价比高，超值。 发货快、服务好。
2233	0	还没喝，但是从包装来看很不错，满意，等喝了再评价
2234	0	买了还没喝，喝了再来评价
2235	0	发货速度快，物流给力，两天就到了，迫不及待的泡了一杯，味道真好，香！
2236	0	宝贝买了送给我爸的，刚好在我爸生日那天送到的，很开心~老爸说味道挺不错的，包装也很好，赞一个&hellip;
2237	0	刚收到，等和在追加评论
2238	0	口感还行，就是要多放点茶叶才行
2239	0	同事先买了，给我尝了2次，喜欢这种淡淡的茶香味，连杯子都包装的这么完美，满意！
2240	0	给老爸买的父亲节礼物，他说还不错，还送了个小瓷杯
2241	0	不错
2242	0	挺好的
2243	0	好评
2244	0	多次购买，好评！
2245	0	好茶，去年也买过，真宗龙井，11买的，超值。 好
2246	0	值得信赖的卖家，五星好评
2247	0	小梅的服务很不错哦，茶叶也不错
2248	0	茶叶收到了，物流很快，茶叶还没喝，但质量信誉肯定是没问题的。
2249	1	首先谢谢送的茶，喝了二百多的茶和一百多的茶确实差别不大，看泡的茶叶没什么分别。
2250	1	还可以，就是老叶多了点。
2251	0	味道蛮好 满意
2252	1	喝了感觉还好，就是味有点淡。毕竟这个价钱
2253	0	挺好
2254	0	看着还行！有香气，偏清淡
2255	1	还好吧，期待值有点高，无功无过的感觉。
2256	1	以前一直喝的是E包，A包应该味道更好吧
2257	0	喝了下，比我想象中的要好，茶也很香
2258	1	味道挺不错的，不过卖相没想的好，还行吧。
2259	0	一直喝这个牌子的，味道就是不错，喜欢龙井这个味
2260	0	习惯好评
2261	1	茶很好，就是送的杯子较差，刚用一天就不知不觉掉了杯底。
2262	0	东西很好，味比较正。以后还会在来
2263	0	帮别人买的
2264	0	茶叶不错，就是有点碎
2265	0	买了多次了
2266	1	除了物流太慢，其他都很好，还送了一罐洛神花。
2267	0	宝贝还不错，价格实惠
2268	1	很不满意 大家不敢买 完全是陈茶 自己看图片
2269	1	忍不住给你个差评哇
2270	0	喝这个茶已经三、四年了，口感物超所值。难能可贵的是品质一直都有保证，口感从未让我失望过。希望这个品牌越做越好。
2271	0	包装非常好，味道还有待于品鉴，如果父亲喜爱，锁定你家常年购买了，谢谢！
2272	1	干茶有海鲜的气味，茶汤有明显的黄豆气味。教授说这不是正常的龙井茶气味。不耐泡。
2273	0	买了很多次了，很不错
2274	0	买了很多次了，老爸很喜欢你家的茶，淡淡的，很好，
2275	0	好评
2276	0	质量稳定
2277	0	他家的茶买了好几次了。不错
2278	0	老客户了，送客户，自己办公室喝都不错
2279	0	茶叶收到 喝了一杯 挺好的 还会购买 五分 好
2280	0	经常在这家买，茶很不错。客服琪灵态度非常好！
2281	0	茶叶非常好 一打开包装，茶的香味扑面而来，味道很清新，泡开后颜色也很正，口感很不错呢 客服的态度很好很周到
2282	1	在卢正浩买龙井也已经好长时间了，这次的雨前一级C包味道还是很好，但是有点碎，虽说有尚细嫩成朵的，但是碎叶子和单片也不少，但就外形来说没看出比二级强在哪，比e包肯定是好 好评
2283	0	非常棒的茶叶，一点都不碎，味道很棒，值得购买
2284	0	好评，已多次购买
2285	0	终于喝到新茶了，味道真好，超值！
2286	0	不错，可以喝挺久
2287	0	宝贝挺好的，客服旗灵和红袍服务态度也很好，比较满意的一次购物吧
2288	0	茶叶还行，送的夹子实用。
2289	0	茶叶还不错，在这家店买了5次了
2290	0	很好的茶叶，送的杯子也不错。
2291	1	出了梅红别的都挺好，可能是我喝不惯
2292	0	很不错，中奖得的！喝出我的范儿！
2293	0	还不错。买了好多次了。
2294	0	正品新茶，口感很好
2295	0	不错，茶很好，刚好赶上淘抢购，很划算。
2296	1	喝过后再来评价
2297	0	非常不错，客服服务也非常好。
2298	0	物流很快，收到打开泡了一杯跟我在当地茶叶店50块钱一两的差不多，非常不错，喝完还来这家买
2299	0	包装非常的好，茶叶还没喝呢
2300	0	茶叶很好，与描述相符，值得购买。 服务很好。
2301	1	包装不错包装不错质量好物流快气味不错，稍微有点碎，不影响口感
2302	0	真心的不错 一直在这里买茶~~~希望继续努力~~~把这个牌子做的更好~~~
2303	0	还不错，好评
2304	0	茶叶好，服务好
2305	0	还挺好喝的，正宗。
2306	0	不错的茶叶口感好，谢谢全五分！
2307	0	挺好的
2308	0	刚收到宝贝，还没开始喝。但是物流真的很给力哦
2309	0	味道不错，喜欢龙井茶。 好
2310	0	还没喝呢，先好评
2311	0	还好吧。
2312	1	口感一般，新茶没错，罐子上有人为的划痕。这点不知道为什么
2313	0	可以！卢正浩茶叶，关注很久，终于下手。茶汤透亮，韵味纯正，值得购买。
2314	0	小礼盒精致，送的小壶漂亮，茶叶没喝
2315	1	物流太慢  茶叶不错
2316	0	非常好，服务热情周到，发货神速，宝贝物美价廉，还会合作的，祝老板生意兴隆！全五分！
2317	0	好
2318	0	自己喝喝还可以。是新茶。
2319	0	口感不错。
2320	0	好
2321	0	不错，多次购买了，色泽 味道都很好 口感好 不错
2322	0	茶叶确实挺好，口感、色泽、香气都不错，比想象的要好一些。这是第一次在这买茶，好评。
2323	0	茶很不错，是新茶，口感不错，
2324	0	茶叶
2325	0	满5分！还是很好哦！还有赠品。
2326	0	物流给力，茶叶品质也不错，满意。
2327	0	味道挺好
2328	1	这款茶不怎么样，不值这个价！
2329	0	宝贝挺好的，买家的赠品也很好，满意的一次购物。
2330	0	买了几次了
2331	0	不错，口感很好。
2332	0	一如既往的好！
2333	1	一般般，也就这样吧？说不出什么好。
2334	0	不好意思，忘了评价，东西是依然的好。 好，热情。
2335	0	是新茶，味道不错。
2336	0	茶叶味道不错，，包装精美，值得购买！
2337	0	发货迅速，包装很好，收到后立刻泡了一杯茶，清香怡人，应该是新茶，质优价廉，非常满意。谢谢赠品。
2338	0	朋友介绍滴&hellip;&hellip;我也不懂&hellip;&hellip;
2339	1	这个太淡了，看来还是要买贵的啊
2340	0	清香扑鼻，很好
2341	1	以前买过D包和E包，确实不如那两种，但也是很不错的茶了。
2342	0	宝贝已经收到了，蛮好的，很清香。
2343	0	茶应该是正宗的龙井 味道不错 家里人也挺喜欢
2344	0	茶叶质量非常好，新鲜，味道清香，谢谢礼物，超值的一次购物！
2345	0	呵呵，一如既往的好。反正不是第一次买了，喝完再来。 好
2346	0	送货及时，但还没有喝，喝完再追加评论。
2347	0	茶茶到了立马就试喝了一下才来评价的，味道柔软可口，没有以前喝的那种涩感，我一次性买了两包，超值！！！很喜欢，下次还来你家！！！ 很好的卖家
2348	1	这个茶的品相和明前特级没法比，相比味道更醇香些，不错！
2349	0	宝别色泽很漂亮，味道很香，可喜欢这个味了，物美价廉 卖家态度很好，服务热情，物流速度很快的，好评
2350	0	包的不错，茶叶还行，香气挺足
2351	0	茶叶可以，香味不错
2352	0	送了包50g的茶叶，双十一收到的第一个包裹，茶叶泡了一杯 ，感觉还行吧
2353	0	还行。
2354	0	很好
2355	0	茶叶不错
2356	1	虽然等了20多天，不过茶叶还是物有所值的，口感清爽，鲜甜，新茶肯定是好了 不错
2357	0	因为买来是为了送人的，所以并没有品尝，无法提供口感，单从外观上看，包裹很严密，包装也很精致，还加了气泡膜防止茶叶礼盒撞坏，礼盒颜色正，字迹清晰，看着就很高大上呢，因为我买了三件，所以卖家还很贴心的送了小礼品，真的是觉得很惊喜，感谢卖家的用心，祝您生意兴隆！ 服务很到位，跟卖家沟通时已经很晚了，我也提出了很多问题，卖家都很耐心的解答，感谢客服远溪，谢谢您的优质服务！
2358	0	泡了之后很满意，品质很好！好评
2359	0	东西很好，忘记开发票，老板二话没说直接开好邮寄过来
2360	0	东东收到，很好正品，很好的卖家，满意。
2361	0	茶叶跟描述的一样，还送了藕粉，好。
2362	0	品质可以 已第二次购买 以后还会光顾 热情
2363	0	刚打开老公觉得不错哦
